"Entity","Aliases","Toxicity","Purification_Keywords"
"ශුද්ධ අස්වගන්ධ මල්","ශුද්ධ අශ්වගන්ධා, වාජීගන්ධා මල්","Low","කිරි, ජලය"
"ශුද්ධ අස්වගන්ධ ගෙඩි","ශුද්ධ අශ්වගන්ධා, වාජීගන්ධා ගෙඩි","Low","කිරි, ජලය"
"ශුද්ධ අස්වගන්ධ ඇට","ශුද්ධ අශ්වගන්ධා, වාජීගන්ධා ඇට","Low","කිරි, ජලය"
"ශුද්ධ අස්වගන්ධ යුෂ","ශුද්ධ අශ්වගන්ධා, වාජීගන්ධා යුෂ","Low","කිරි, ජලය"
"ශුද්ධ අස්වගන්ධ තෛලය","ශුද්ධ අශ්වගන්ධා, වාජීගන්ධා තෛලය","Low","කිරි, ජලය"
"ශුද්ධ අස්වගන්ධ චූර්ණය","ශුද්ධ අශ්වගන්ධා, වාජීගන්ධා චූර්ණය","Low","කිරි, ජලය"
"අශුද්ධ අස්වගන්ධ මුල්","අශුද්ධ අශ්වගන්ධා, වාජීගන්ධා මුල්","Low","කිරි, ජලය"
"අශුද්ධ අස්වගන්ධ පොතු","අශුද්ධ අශ්වගන්ධා, වාජීගන්ධා පොතු","Low","කිරි, ජලය"
"අශුද්ධ අස්වගන්ධ කොළ","අශුද්ධ අශ්වගන්ධා, වාජීගන්ධා කොළ","Low","කිරි, ජලය"
"අශුද්ධ අස්වගන්ධ මල්","අශුද්ධ අශ්වගන්ධා, වාජීගන්ධා මල්","Low","කිරි, ජලය"
"අශුද්ධ අස්වගන්ධ ගෙඩි","අශුද්ධ අශ්වගන්ධා, වාජීගන්ධා ගෙඩි","Low","කිරි, ජලය"
"අශුද්ධ අස්වගන්ධ ඇට","අශුද්ධ අශ්වගන්ධා, වාජීගන්ධා ඇට","Low","කිරි, ජලය"
"අශුද්ධ අස්වගන්ධ යුෂ","අශුද්ධ අශ්වගන්ධා, වාජීගන්ධා යුෂ","Low","කිරි, ජලය"
"අශුද්ධ අස්වගන්ධ තෛලය","අශුද්ධ අශ්වගන්ධා, වාජීගන්ධා තෛලය","Low","කිරි, ජලය"
"අශුද්ධ අස්වගන්ධ චූර්ණය","අශුද්ධ අශ්වගන්ධා, වාජීගන්ධා චූර්ණය","Low","කිරි, ජලය"
"අමු තිප්පිලි මුල්","අමු පිප්පලී, මාගධී මුල්","Low","මී පැණි, උණු ජලය"
"අමු තිප්පිලි පොතු","අමු පිප්පලී, මාගධී පොතු","Low","මී පැණි, උණු ජලය"
"අමු තිප්පිලි කොළ","අමු පිප්පලී, මාගධී කොළ","Low","මී පැණි, උණු ජලය"
"අමු තිප්පිලි මල්","අමු පිප්පලී, මාගධී මල්","Low","මී පැණි, උණු ජලය"
"අමු තිප්පිලි ගෙඩි","අමු පිප්පලී, මාගධී ගෙඩි","Low","මී පැණි, උණු ජලය"
"අමු තිප්පිලි ඇට","අමු පිප්පලී, මාගධී ඇට","Low","මී පැණි, උණු ජලය"
"අමු තිප්පිලි යුෂ","අමු පිප්පලී, මාගධී යුෂ","Low","මී පැණි, උණු ජලය"
"අමු තිප්පිලි තෛලය","අමු පිප්පලී, මාගධී තෛලය","Low","මී පැණි, උණු ජලය"
"අමු තිප්පිලි චූර්ණය","අමු පිප්පලී, මාගධී චූර්ණය","Low","මී පැණි, උණු ජලය"
"වියළි තිප්පිලි මුල්","වියළි පිප්පලී, මාගධී මුල්","Low","මී පැණි, උණු ජලය"
"වියළි තිප්පිලි පොතු","වියළි පිප්පලී, මාගධී පොතු","Low","මී පැණි, උණු ජලය"
"වියළි තිප්පිලි කොළ","වියළි පිප්පලී, මාගධී කොළ","Low","මී පැණි, උණු ජලය"
"වියළි තිප්පිලි මල්","වියළි පිප්පලී, මාගධී මල්","Low","මී පැණි, උණු ජලය"
"වියළි තිප්පිලි ගෙඩි","වියළි පිප්පලී, මාගධී ගෙඩි","Low","මී පැණි, උණු ජලය"
"වියළි තිප්පිලි ඇට","වියළි පිප්පලී, මාගධී ඇට","Low","මී පැණි, උණු ජලය"
"වියළි තිප්පිලි යුෂ","වියළි පිප්පලී, මාගධී යුෂ","Low","මී පැණි, උණු ජලය"
"වියළි තිප්පිලි තෛලය","වියළි පිප්පලී, මාගධී තෛලය","Low","මී පැණි, උණු ජලය"
"වියළි තිප්පිලි චූර්ණය","වියළි පිප්පලී, මාගධී චූර්ණය","Low","මී පැණි, උණු ජලය"
"පැරණි තිප්පිලි මුල්","පැරණි පිප්පලී, මාගධී මුල්","Low","මී පැණි, උණු ජලය"
"පැරණි තිප්පිලි පොතු","පැරණි පිප්පලී, මාගධී පොතු","Low","මී පැණි, උණු ජලය"
"පැරණි තිප්පිලි කොළ","පැරණි පිප්පලී, මාගධී කොළ","Low","මී පැණි, උණු ජලය"
"පැරණි තිප්පිලි මල්","පැරණි පිප්පලී, මාගධී මල්","Low","මී පැණි, උණු ජලය"
"පැරණි තිප්පිලි ගෙඩි","පැරණි පිප්පලී, මාගධී ගෙඩි","Low","මී පැණි, උණු ජලය"
"පැරණි තිප්පිලි ඇට","පැරණි පිප්පලී, මාගධී ඇට","Low","මී පැණි, උණු ජලය"
"පැරණි තිප්පිලි යුෂ","පැරණි පිප්පලී, මාගධී යුෂ","Low","මී පැණි, උණු ජලය"
"පැරණි තිප්පිලි තෛලය","පැරණි පිප්පලී, මාගධී තෛලය","Low","මී පැණි, උණු ජලය"
"පැරණි තිප්පිලි චූර්ණය","පැරණි පිප්පලී, මාගධී චූර්ණය","Low","මී පැණි, උණු ජලය"
"අලුත් තිප්පිලි මුල්","අලුත් පිප්පලී, මාගධී මුල්","Low","මී පැණි, උණු ජලය"
"අලුත් තිප්පිලි පොතු","අලුත් පිප්පලී, මාගධී පොතු","Low","මී පැණි, උණු ජලය"
"අලුත් තිප්පිලි කොළ","අලුත් පිප්පලී, මාගධී කොළ","Low","මී පැණි, උණු ජලය"
"අලුත් තිප්පිලි මල්","අලුත් පිප්පලී, මාගධී මල්","Low","මී පැණි, උණු ජලය"
"අලුත් තිප්පිලි ගෙඩි","අලුත් පිප්පලී, මාගධී ගෙඩි","Low","මී පැණි, උණු ජලය"
"අලුත් තිප්පිලි ඇට","අලුත් පිප්පලී, මාගධී ඇට","Low","මී පැණි, උණු ජලය"
"අලුත් තිප්පිලි යුෂ","අලුත් පිප්පලී, මාගධී යුෂ","Low","මී පැණි, උණු ජලය"
"අලුත් තිප්පිලි තෛලය","අලුත් පිප්පලී, මාගධී තෛලය","Low","මී පැණි, උණු ජලය"
"අලුත් තිප්පිලි චූර්ණය","අලුත් පිප්පලී, මාගධී චූර්ණය","Low","මී පැණි, උණු ජලය"
"ශුද්ධ තිප්පිලි මුල්","ශුද්ධ පිප්පලී, මාගධී මුල්","Low","මී පැණි, උණු ජලය"
"ශුද්ධ තිප්පිලි පොතු","ශුද්ධ පිප්පලී, මාගධී පොතු","Low","මී පැණි, උණු ජලය"
"ශුද්ධ තිප්පිලි කොළ","ශුද්ධ පිප්පලී, මාගධී කොළ","Low","මී පැණි, උණු ජලය"
"ශුද්ධ තිප්පිලි මල්","ශුද්ධ පිප්පලී, මාගධී මල්","Low","මී පැණි, උණු ජලය"
"ශුද්ධ තිප්පිලි ගෙඩි","ශුද්ධ පිප්පලී, මාගධී ගෙඩි","Low","මී පැණි, උණු ජලය"
"ශුද්ධ තිප්පිලි ඇට","ශුද්ධ පිප්පලී, මාගධී ඇට","Low","මී පැණි, උණු ජලය"
"ශුද්ධ තිප්පිලි යුෂ","ශුද්ධ පිප්පලී, මාගධී යුෂ","Low","මී පැණි, උණු ජලය"
"ශුද්ධ තිප්පිලි තෛලය","ශුද්ධ පිප්පලී, මාගධී තෛලය","Low","මී පැණි, උණු ජලය"
"ශුද්ධ තිප්පිලි චූර්ණය","ශුද්ධ පිප්පලී, මාගධී චූර්ණය","Low","මී පැණි, උණු ජලය"
"අශුද්ධ තිප්පිලි මුල්","අශුද්ධ පිප්පලී, මාගධී මුල්","Low","මී පැණි, උණු ජලය"
"අශුද්ධ තිප්පිලි පොතු","අශුද්ධ පිප්පලී, මාගධී පොතු","Low","මී පැණි, උණු ජලය"
"අශුද්ධ තිප්පිලි කොළ","අශුද්ධ පිප්පලී, මාගධී කොළ","Low","මී පැණි, උණු ජලය"
"අශුද්ධ තිප්පිලි මල්","අශුද්ධ පිප්පලී, මාගධී මල්","Low","මී පැණි, උණු ජලය"
"අශුද්ධ තිප්පිලි ගෙඩි","අශුද්ධ පිප්පලී, මාගධී ගෙඩි","Low","මී පැණි, උණු ජලය"
"අශුද්ධ තිප්පිලි ඇට","අශුද්ධ පිප්පලී, මාගධී ඇට","Low","මී පැණි, උණු ජලය"
"අශුද්ධ තිප්පිලි යුෂ","අශුද්ධ පිප්පලී, මාගධී යුෂ","Low","මී පැණි, උණු ජලය"
"අශුද්ධ තිප්පිලි තෛලය","අශුද්ධ පිප්පලී, මාගධී තෛලය","Low","මී පැණි, උණු ජලය"
"අශුද්ධ තිප්පිලි චූර්ණය","අශුද්ධ පිප්පලී, මාගධී චූර්ණය","Low","මී පැණි, උණු ජලය"
"අමු ගම්මිරිස් මුල්","අමු මරිච, කෘෂ්ණ මුල්","Low","ජලය, මී පැණි"
"අමු ගම්මිරිස් පොතු","අමු මරිච, කෘෂ්ණ පොතු","Low","ජලය, මී පැණි"
"අමු ගම්මිරිස් කොළ","අමු මරිච, කෘෂ්ණ කොළ","Low","ජලය, මී පැණි"
"අමු ගම්මිරිස් මල්","අමු මරිච, කෘෂ්ණ මල්","Low","ජලය, මී පැණි"
"අමු ගම්මිරිස් ගෙඩි","අමු මරිච, කෘෂ්ණ ගෙඩි","Low","ජලය, මී පැණි"
"අමු ගම්මිරිස් ඇට","අමු මරිච, කෘෂ්ණ ඇට","Low","ජලය, මී පැණි"
"අමු ගම්මිරිස් යුෂ","අමු මරිච, කෘෂ්ණ යුෂ","Low","ජලය, මී පැණි"
"අමු ගම්මිරිස් තෛලය","අමු මරිච, කෘෂ්ණ තෛලය","Low","ජලය, මී පැණි"
"අමු ගම්මිරිස් චූර්ණය","අමු මරිච, කෘෂ්ණ චූර්ණය","Low","ජලය, මී පැණි"
"වියළි ගම්මිරිස් මුල්","වියළි මරිච, කෘෂ්ණ මුල්","Low","ජලය, මී පැණි"
"වියළි ගම්මිරිස් පොතු","වියළි මරිච, කෘෂ්ණ පොතු","Low","ජලය, මී පැණි"
"වියළි ගම්මිරිස් කොළ","වියළි මරිච, කෘෂ්ණ කොළ","Low","ජලය, මී පැණි"
"වියළි ගම්මිරිස් මල්","වියළි මරිච, කෘෂ්ණ මල්","Low","ජලය, මී පැණි"
"වියළි ගම්මිරිස් ගෙඩි","වියළි මරිච, කෘෂ්ණ ගෙඩි","Low","ජලය, මී පැණි"
"වියළි ගම්මිරිස් ඇට","වියළි මරිච, කෘෂ්ණ ඇට","Low","ජලය, මී පැණි"
"වියළි ගම්මිරිස් යුෂ","වියළි මරිච, කෘෂ්ණ යුෂ","Low","ජලය, මී පැණි"
"වියළි ගම්මිරිස් තෛලය","වියළි මරිච, කෘෂ්ණ තෛලය","Low","ජලය, මී පැණි"
"වියළි ගම්මිරිස් චූර්ණය","වියළි මරිච, කෘෂ්ණ චූර්ණය","Low","ජලය, මී පැණි"
"පැරණි ගම්මිරිස් මුල්","පැරණි මරිච, කෘෂ්ණ මුල්","Low","ජලය, මී පැණි"
"පැරණි ගම්මිරිස් පොතු","පැරණි මරිච, කෘෂ්ණ පොතු","Low","ජලය, මී පැණි"
"පැරණි ගම්මිරිස් කොළ","පැරණි මරිච, කෘෂ්ණ කොළ","Low","ජලය, මී පැණි"
"පැරණි ගම්මිරිස් මල්","පැරණි මරිච, කෘෂ්ණ මල්","Low","ජලය, මී පැණි"
"පැරණි ගම්මිරිස් ගෙඩි","පැරණි මරිච, කෘෂ්ණ ගෙඩි","Low","ජලය, මී පැණි"
"පැරණි ගම්මිරිස් ඇට","පැරණි මරිච, කෘෂ්ණ ඇට","Low","ජලය, මී පැණි"
"පැරණි ගම්මිරිස් යුෂ","පැරණි මරිච, කෘෂ්ණ යුෂ","Low","ජලය, මී පැණි"
"පැරණි ගම්මිරිස් තෛලය","පැරණි මරිච, කෘෂ්ණ තෛලය","Low","ජලය, මී පැණි"
"පැරණි ගම්මිරිස් චූර්ණය","පැරණි මරිච, කෘෂ්ණ චූර්ණය","Low","ජලය, මී පැණි"
"අලුත් ගම්මිරිස් මුල්","අලුත් මරිච, කෘෂ්ණ මුල්","Low","ජලය, මී පැණි"
"අලුත් ගම්මිරිස් පොතු","අලුත් මරිච, කෘෂ්ණ පොතු","Low","ජලය, මී පැණි"
"අලුත් ගම්මිරිස් කොළ","අලුත් මරිච, කෘෂ්ණ කොළ","Low","ජලය, මී පැණි"
"අලුත් ගම්මිරිස් මල්","අලුත් මරිච, කෘෂ්ණ මල්","Low","ජලය, මී පැණි"
"අලුත් ගම්මිරිස් ගෙඩි","අලුත් මරිච, කෘෂ්ණ ගෙඩි","Low","ජලය, මී පැණි"
"අලුත් ගම්මිරිස් ඇට","අලුත් මරිච, කෘෂ්ණ ඇට","Low","ජලය, මී පැණි"
"අලුත් ගම්මිරිස් යුෂ","අලුත් මරිච, කෘෂ්ණ යුෂ","Low","ජලය, මී පැණි"
"අලුත් ගම්මිරිස් තෛලය","අලුත් මරිච, කෘෂ්ණ තෛලය","Low","ජලය, මී පැණි"
"අලුත් ගම්මිරිස් චූර්ණය","අලුත් මරිච, කෘෂ්ණ චූර්ණය","Low","ජලය, මී පැණි"
"ශුද්ධ ගම්මිරිස් මුල්","ශුද්ධ මරිච, කෘෂ්ණ මුල්","Low","ජලය, මී පැණි"
"ශුද්ධ ගම්මිරිස් පොතු","ශුද්ධ මරිච, කෘෂ්ණ පොතු","Low","ජලය, මී පැණි"
"ශුද්ධ ගම්මිරිස් කොළ","ශුද්ධ මරිච, කෘෂ්ණ කොළ","Low","ජලය, මී පැණි"
"ශුද්ධ ගම්මිරිස් මල්","ශුද්ධ මරිච, කෘෂ්ණ මල්","Low","ජලය, මී පැණි"
"ශුද්ධ ගම්මිරිස් ගෙඩි","ශුද්ධ මරිච, කෘෂ්ණ ගෙඩි","Low","ජලය, මී පැණි"
"ශුද්ධ ගම්මිරිස් ඇට","ශුද්ධ මරිච, කෘෂ්ණ ඇට","Low","ජලය, මී පැණි"
"ශුද්ධ ගම්මිරිස් යුෂ","ශුද්ධ මරිච, කෘෂ්ණ යුෂ","Low","ජලය, මී පැණි"
"ශුද්ධ ගම්මිරිස් තෛලය","ශුද්ධ මරිච, කෘෂ්ණ තෛලය","Low","ජලය, මී පැණි"
"ශුද්ධ ගම්මිරිස් චූර්ණය","ශුද්ධ මරිච, කෘෂ්ණ චූර්ණය","Low","ජලය, මී පැණි"
"අශුද්ධ ගම්මිරිස් මුල්","අශුද්ධ මරිච, කෘෂ්ණ මුල්","Low","ජලය, මී පැණි"
"අශුද්ධ ගම්මිරිස් පොතු","අශුද්ධ මරිච, කෘෂ්ණ පොතු","Low","ජලය, මී පැණි"
"අශුද්ධ ගම්මිරිස් කොළ","අශුද්ධ මරිච, කෘෂ්ණ කොළ","Low","ජලය, මී පැණි"
"අශුද්ධ ගම්මිරිස් මල්","අශුද්ධ මරිච, කෘෂ්ණ මල්","Low","ජලය, මී පැණි"
"අශුද්ධ ගම්මිරිස් ගෙඩි","අශුද්ධ මරිච, කෘෂ්ණ ගෙඩි","Low","ජලය, මී පැණි"
"අශුද්ධ ගම්මිරිස් ඇට","අශුද්ධ මරිච, කෘෂ්ණ ඇට","Low","ජලය, මී පැණි"
"අශුද්ධ ගම්මිරිස් යුෂ","අශුද්ධ මරිච, කෘෂ්ණ යුෂ","Low","ජලය, මී පැණි"
"අශුද්ධ ගම්මිරිස් තෛලය","අශුද්ධ මරිච, කෘෂ්ණ තෛලය","Low","ජලය, මී පැණි"
"අශුද්ධ ගම්මිරිස් චූර්ණය","අශුද්ධ මරිච, කෘෂ්ණ චූර්ණය","Low","ජලය, මී පැණි"
"අමු ඉඟුරු මුල්","අමු ශුන්ඨි, විශ්ව මුල්","Low","ජලය, හකුරු"
"අමු ඉඟුරු පොතු","අමු ශුන්ඨි, විශ්ව පොතු","Low","ජලය, හකුරු"
"අමු ඉඟුරු කොළ","අමු ශුන්ඨි, විශ්ව කොළ","Low","ජලය, හකුරු"
"අමු ඉඟුරු මල්","අමු ශුන්ඨි, විශ්ව මල්","Low","ජලය, හකුරු"
"අමු ඉඟුරු ගෙඩි","අමු ශුන්ඨි, විශ්ව ගෙඩි","Low","ජලය, හකුරු"
"අමු ඉඟුරු ඇට","අමු ශුන්ඨි, විශ්ව ඇට","Low","ජලය, හකුරු"
"අමු ඉඟුරු යුෂ","අමු ශුන්ඨි, විශ්ව යුෂ","Low","ජලය, හකුරු"
"අමු ඉඟුරු තෛලය","අමු ශුන්ඨි, විශ්ව තෛලය","Low","ජලය, හකුරු"
"අමු ඉඟුරු චූර්ණය","අමු ශුන්ඨි, විශ්ව චූර්ණය","Low","ජලය, හකුරු"
"වියළි ඉඟුරු මුල්","වියළි ශුන්ඨි, විශ්ව මුල්","Low","ජලය, හකුරු"
"වියළි ඉඟුරු පොතු","වියළි ශුන්ඨි, විශ්ව පොතු","Low","ජලය, හකුරු"
"වියළි ඉඟුරු කොළ","වියළි ශුන්ඨි, විශ්ව කොළ","Low","ජලය, හකුරු"
"වියළි ඉඟුරු මල්","වියළි ශුන්ඨි, විශ්ව මල්","Low","ජලය, හකුරු"
"වියළි ඉඟුරු ගෙඩි","වියළි ශුන්ඨි, විශ්ව ගෙඩි","Low","ජලය, හකුරු"
"වියළි ඉඟුරු ඇට","වියළි ශුන්ඨි, විශ්ව ඇට","Low","ජලය, හකුරු"
"වියළි ඉඟුරු යුෂ","වියළි ශුන්ඨි, විශ්ව යුෂ","Low","ජලය, හකුරු"
"වියළි ඉඟුරු තෛලය","වියළි ශුන්ඨි, විශ්ව තෛලය","Low","ජලය, හකුරු"
"වියළි ඉඟුරු චූර්ණය","වියළි ශුන්ඨි, විශ්ව චූර්ණය","Low","ජලය, හකුරු"
"පැරණි ඉඟුරු මුල්","පැරණි ශුන්ඨි, විශ්ව මුල්","Low","ජලය, හකුරු"
"පැරණි ඉඟුරු පොතු","පැරණි ශුන්ඨි, විශ්ව පොතු","Low","ජලය, හකුරු"
"පැරණි ඉඟුරු කොළ","පැරණි ශුන්ඨි, විශ්ව කොළ","Low","ජලය, හකුරු"
"පැරණි ඉඟුරු මල්","පැරණි ශුන්ඨි, විශ්ව මල්","Low","ජලය, හකුරු"
"පැරණි ඉඟුරු ගෙඩි","පැරණි ශුන්ඨි, විශ්ව ගෙඩි","Low","ජලය, හකුරු"
"පැරණි ඉඟුරු ඇට","පැරණි ශුන්ඨි, විශ්ව ඇට","Low","ජලය, හකුරු"
"පැරණි ඉඟුරු යුෂ","පැරණි ශුන්ඨි, විශ්ව යුෂ","Low","ජලය, හකුරු"
"පැරණි ඉඟුරු තෛලය","පැරණි ශුන්ඨි, විශ්ව තෛලය","Low","ජලය, හකුරු"
"පැරණි ඉඟුරු චූර්ණය","පැරණි ශුන්ඨි, විශ්ව චූර්ණය","Low","ජලය, හකුරු"
"අලුත් ඉඟුරු මුල්","අලුත් ශුන්ඨි, විශ්ව මුල්","Low","ජලය, හකුරු"
"අලුත් ඉඟුරු පොතු","අලුත් ශුන්ඨි, විශ්ව පොතු","Low","ජලය, හකුරු"
"අලුත් ඉඟුරු කොළ","අලුත් ශුන්ඨි, විශ්ව කොළ","Low","ජලය, හකුරු"
"අලුත් ඉඟුරු මල්","අලුත් ශුන්ඨි, විශ්ව මල්","Low","ජලය, හකුරු"
"අලුත් ඉඟුරු ගෙඩි","අලුත් ශුන්ඨි, විශ්ව ගෙඩි","Low","ජලය, හකුරු"
"අලුත් ඉඟුරු ඇට","අලුත් ශුන්ඨි, විශ්ව ඇට","Low","ජලය, හකුරු"
"අලුත් ඉඟුරු යුෂ","අලුත් ශුන්ඨි, විශ්ව යුෂ","Low","ජලය, හකුරු"
"අලුත් ඉඟුරු තෛලය","අලුත් ශුන්ඨි, විශ්ව තෛලය","Low","ජලය, හකුරු"
"අලුත් ඉඟුරු චූර්ණය","අලුත් ශුන්ඨි, විශ්ව චූර්ණය","Low","ජලය, හකුරු"
"ශුද්ධ ඉඟුරු මුල්","ශුද්ධ ශුන්ඨි, විශ්ව මුල්","Low","ජලය, හකුරු"
"ශුද්ධ ඉඟුරු පොතු","ශුද්ධ ශුන්ඨි, විශ්ව පොතු","Low","ජලය, හකුරු"
"ශුද්ධ ඉඟුරු කොළ","ශුද්ධ ශුන්ඨි, විශ්ව කොළ","Low","ජලය, හකුරු"
"ශුද්ධ ඉඟුරු මල්","ශුද්ධ ශුන්ඨි, විශ්ව මල්","Low","ජලය, හකුරු"
"ශුද්ධ ඉඟුරු ගෙඩි","ශුද්ධ ශුන්ඨි, විශ්ව ගෙඩි","Low","ජලය, හකුරු"
"ශුද්ධ ඉඟුරු ඇට","ශුද්ධ ශුන්ඨි, විශ්ව ඇට","Low","ජලය, හකුරු"
"ශුද්ධ ඉඟුරු යුෂ","ශුද්ධ ශුන්ඨි, විශ්ව යුෂ","Low","ජලය, හකුරු"
"ශුද්ධ ඉඟුරු තෛලය","ශුද්ධ ශුන්ඨි, විශ්ව තෛලය","Low","ජලය, හකුරු"
"ශුද්ධ ඉඟුරු චූර්ණය","ශුද්ධ ශුන්ඨි, විශ්ව චූර්ණය","Low","ජලය, හකුරු"
"අශුද්ධ ඉඟුරු මුල්","අශුද්ධ ශුන්ඨි, විශ්ව මුල්","Low","ජලය, හකුරු"
"අශුද්ධ ඉඟුරු පොතු","අශුද්ධ ශුන්ඨි, විශ්ව පොතු","Low","ජලය, හකුරු"
"අශුද්ධ ඉඟුරු කොළ","අශුද්ධ ශුන්ඨි, විශ්ව කොළ","Low","ජලය, හකුරු"
"අශුද්ධ ඉඟුරු මල්","අශුද්ධ ශුන්ඨි, විශ්ව මල්","Low","ජලය, හකුරු"
"අශුද්ධ ඉඟුරු ගෙඩි","අශුද්ධ ශුන්ඨි, විශ්ව ගෙඩි","Low","ජලය, හකුරු"
"අශුද්ධ ඉඟුරු ඇට","අශුද්ධ ශුන්ඨි, විශ්ව ඇට","Low","ජලය, හකුරු"
"අශුද්ධ ඉඟුරු යුෂ","අශුද්ධ ශුන්ඨි, විශ්ව යුෂ","Low","ජලය, හකුරු"
"අශුද්ධ ඉඟුරු තෛලය","අශුද්ධ ශුන්ඨි, විශ්ව තෛලය","Low","ජලය, හකුරු"
"අශුද්ධ ඉඟුරු චූර්ණය","අශුද්ධ ශුන්ඨි, විශ්ව චූර්ණය","Low","ජලය, හකුරු"
"අමු සූදුරු මුල්","අමු ජීරක මුල්","Low","ජලය, ලුණු"
"අමු සූදුරු පොතු","අමු ජීරක පොතු","Low","ජලය, ලුණු"
"අමු සූදුරු කොළ","අමු ජීරක කොළ","Low","ජලය, ලුණු"
"අමු සූදුරු මල්","අමු ජීරක මල්","Low","ජලය, ලුණු"
"අමු සූදුරු ගෙඩි","අමු ජීරක ගෙඩි","Low","ජලය, ලුණු"
"අමු සූදුරු ඇට","අමු ජීරක ඇට","Low","ජලය, ලුණු"
"අමු සූදුරු යුෂ","අමු ජීරක යුෂ","Low","ජලය, ලුණු"
"අමු සූදුරු තෛලය","අමු ජීරක තෛලය","Low","ජලය, ලුණු"
"අමු සූදුරු චූර්ණය","අමු ජීරක චූර්ණය","Low","ජලය, ලුණු"
"වියළි සූදුරු මුල්","වියළි ජීරක මුල්","Low","ජලය, ලුණු"
"වියළි සූදුරු පොතු","වියළි ජීරක පොතු","Low","ජලය, ලුණු"
"වියළි සූදුරු කොළ","වියළි ජීරක කොළ","Low","ජලය, ලුණු"
"වියළි සූදුරු මල්","වියළි ජීරක මල්","Low","ජලය, ලුණු"
"වියළි සූදුරු ගෙඩි","වියළි ජීරක ගෙඩි","Low","ජලය, ලුණු"
"වියළි සූදුරු ඇට","වියළි ජීරක ඇට","Low","ජලය, ලුණු"
"වියළි සූදුරු යුෂ","වියළි ජීරක යුෂ","Low","ජලය, ලුණු"
"වියළි සූදුරු තෛලය","වියළි ජීරක තෛලය","Low","ජලය, ලුණු"
"වියළි සූදුරු චූර්ණය","වියළි ජීරක චූර්ණය","Low","ජලය, ලුණු"
"පැරණි සූදුරු මුල්","පැරණි ජීරක මුල්","Low","ජලය, ලුණු"
"පැරණි සූදුරු පොතු","පැරණි ජීරක පොතු","Low","ජලය, ලුණු"
"පැරණි සූදුරු කොළ","පැරණි ජීරක කොළ","Low","ජලය, ලුණු"
"පැරණි සූදුරු මල්","පැරණි ජීරක මල්","Low","ජලය, ලුණු"
"පැරණි සූදුරු ගෙඩි","පැරණි ජීරක ගෙඩි","Low","ජලය, ලුණු"
"පැරණි සූදුරු ඇට","පැරණි ජීරක ඇට","Low","ජලය, ලුණු"
"පැරණි සූදුරු යුෂ","පැරණි ජීරක යුෂ","Low","ජලය, ලුණු"
"පැරණි සූදුරු තෛලය","පැරණි ජීරක තෛලය","Low","ජලය, ලුණු"
"පැරණි සූදුරු චූර්ණය","පැරණි ජීරක චූර්ණය","Low","ජලය, ලුණු"
"අලුත් සූදුරු මුල්","අලුත් ජීරක මුල්","Low","ජලය, ලුණු"
"අලුත් සූදුරු පොතු","අලුත් ජීරක පොතු","Low","ජලය, ලුණු"
"අලුත් සූදුරු කොළ","අලුත් ජීරක කොළ","Low","ජලය, ලුණු"
"අලුත් සූදුරු මල්","අලුත් ජීරක මල්","Low","ජලය, ලුණු"
"අලුත් සූදුරු ගෙඩි","අලුත් ජීරක ගෙඩි","Low","ජලය, ලුණු"
"අලුත් සූදුරු ඇට","අලුත් ජීරක ඇට","Low","ජලය, ලුණු"
"අලුත් සූදුරු යුෂ","අලුත් ජීරක යුෂ","Low","ජලය, ලුණු"
"අලුත් සූදුරු තෛලය","අලුත් ජීරක තෛලය","Low","ජලය, ලුණු"
"අලුත් සූදුරු චූර්ණය","අලුත් ජීරක චූර්ණය","Low","ජලය, ලුණු"
"ශුද්ධ සූදුරු මුල්","ශුද්ධ ජීරක මුල්","Low","ජලය, ලුණු"
"ශුද්ධ සූදුරු පොතු","ශුද්ධ ජීරක පොතු","Low","ජලය, ලුණු"
"ශුද්ධ සූදුරු කොළ","ශුද්ධ ජීරක කොළ","Low","ජලය, ලුණු"
"ශුද්ධ සූදුරු මල්","ශුද්ධ ජීරක මල්","Low","ජලය, ලුණු"
"ශුද්ධ සූදුරු ගෙඩි","ශුද්ධ ජීරක ගෙඩි","Low","ජලය, ලුණු"
"ශුද්ධ සූදුරු ඇට","ශුද්ධ ජීරක ඇට","Low","ජලය, ලුණු"
"ශුද්ධ සූදුරු යුෂ","ශුද්ධ ජීරක යුෂ","Low","ජලය, ලුණු"
"ශුද්ධ සූදුරු තෛලය","ශුද්ධ ජීරක තෛලය","Low","ජලය, ලුණු"
"ශුද්ධ සූදුරු චූර්ණය","ශුද්ධ ජීරක චූර්ණය","Low","ජලය, ලුණු"
"අශුද්ධ සූදුරු මුල්","අශුද්ධ ජීරක මුල්","Low","ජලය, ලුණු"
"අශුද්ධ සූදුරු පොතු","අශුද්ධ ජීරක පොතු","Low","ජලය, ලුණු"
"අශුද්ධ සූදුරු කොළ","අශුද්ධ ජීරක කොළ","Low","ජලය, ලුණු"
"අශුද්ධ සූදුරු මල්","අශුද්ධ ජීරක මල්","Low","ජලය, ලුණු"
"අශුද්ධ සූදුරු ගෙඩි","අශුද්ධ ජීරක ගෙඩි","Low","ජලය, ලුණු"
"අශුද්ධ සූදුරු ඇට","අශුද්ධ ජීරක ඇට","Low","ජලය, ලුණු"
